# instruction bytes -> MASM text, verified byte-identical by tools/verify_encodings.py.
# Regenerate with: py tools/verify_encodings.py --table data/encodings.tsv
cc	int 3
d984913c040000	fld dword ptr [ecx + edx*4 + 43Ch]
8b44817c	mov eax, dword ptr [ecx + eax*4 + 7Ch]
8b8491d4020000	mov eax, dword ptr [ecx + edx*4 + 2D4h]
8b8481b8000000	mov eax, dword ptr [ecx + eax*4 + 0B8h]
8b849110030000	mov eax, dword ptr [ecx + edx*4 + 310h]
8b8481f4000000	mov eax, dword ptr [ecx + eax*4 + 0F4h]
8b84914c030000	mov eax, dword ptr [ecx + edx*4 + 34Ch]
8b848130010000	mov eax, dword ptr [ecx + eax*4 + 130h]
8b849188030000	mov eax, dword ptr [ecx + edx*4 + 388h]
d984816c010000	fld dword ptr [ecx + eax*4 + 16Ch]
d98491c4030000	fld dword ptr [ecx + edx*4 + 3C4h]
d98481a8010000	fld dword ptr [ecx + eax*4 + 1A8h]
d9849100040000	fld dword ptr [ecx + edx*4 + 400h]
d9848120020000	fld dword ptr [ecx + eax*4 + 220h]
d9849178040000	fld dword ptr [ecx + edx*4 + 478h]
81ec10060000	sub esp, 610h
8d9394000000	lea edx, [ebx + 94h]
8d95e4f9ffff	lea edx, [ebp - 61Ch]
8d85e4fbffff	lea eax, [ebp - 41Ch]
c7838800000001000000	mov dword ptr [ebx + 88h], 1
39b388000000	cmp dword ptr [ebx + 88h], esi
39b38c000000	cmp dword ptr [ebx + 8Ch], esi
8dbde4fdffff	lea edi, [ebp - 21Ch]
39b390000000	cmp dword ptr [ebx + 90h], esi
8dbde4fbffff	lea edi, [ebp - 41Ch]
39b394000000	cmp dword ptr [ebx + 94h], esi
8dbde4f9ffff	lea edi, [ebp - 61Ch]
8d85e4f9ffff	lea eax, [ebp - 61Ch]
33d3	xor edx, ebx
81fe00010000	cmp esi, 100h
680f010000	push 10Fh
6811010000	push 111h
6813010000	push 113h
8983c0010000	mov dword ptr [ebx + 1C0h], eax
8983c8010000	mov dword ptr [ebx + 1C8h], eax
c783d001000000000040	mov dword ptr [ebx + 1D0h], 40000000h
8983a8010000	mov dword ptr [ebx + 1A8h], eax
8983b0010000	mov dword ptr [ebx + 1B0h], eax
8983ac010000	mov dword ptr [ebx + 1ACh], eax
8983bc010000	mov dword ptr [ebx + 1BCh], eax
8983b8010000	mov dword ptr [ebx + 1B8h], eax
89b360010000	mov dword ptr [ebx + 160h], esi
bfcdcccc3d	mov edi, 3DCCCCCDh
89b3d4010000	mov dword ptr [ebx + 1D4h], esi
89b34c010000	mov dword ptr [ebx + 14Ch], esi
89bbb4010000	mov dword ptr [ebx + 1B4h], edi
898bd8010000	mov dword ptr [ebx + 1D8h], ecx
89b384010000	mov dword ptr [ebx + 184h], esi
898b8c010000	mov dword ptr [ebx + 18Ch], ecx
89bb6c010000	mov dword ptr [ebx + 16Ch], edi
89b3a4010000	mov dword ptr [ebx + 1A4h], esi
c783680100000000003f	mov dword ptr [ebx + 168h], 3F000000h
8b7318	mov esi, dword ptr [ebx + 18h]
68946f0000	push 6F94h
c700aa000000	mov dword ptr [eax], 0AAh
68bc030000	push 3BCh
6815010000	push 115h
6816010000	push 116h
6817010000	push 117h
6818010000	push 118h
6819010000	push 119h
681a010000	push 11Ah
681b010000	push 11Bh
681e010000	push 11Eh
681f010000	push 11Fh
6820010000	push 120h
6821010000	push 121h
6822010000	push 122h
6823010000	push 123h
6825010000	push 125h
6826010000	push 126h
6827010000	push 127h
6829010000	push 129h
682a010000	push 12Ah
682b010000	push 12Bh
682d010000	push 12Dh
682e010000	push 12Eh
682f010000	push 12Fh
6831010000	push 131h
6833010000	push 133h
6835010000	push 135h
c7462022000000	mov dword ptr [esi + 20h], 22h
898194010000	mov dword ptr [ecx + 194h], eax
898198010000	mov dword ptr [ecx + 198h], eax
898190010000	mov dword ptr [ecx + 190h], eax
89819c010000	mov dword ptr [ecx + 19Ch], eax
83c170	add ecx, 70h
68cd000000	push 0CDh
81c1c4000000	add ecx, 0C4h
81c1e0000000	add ecx, 0E0h
81c1fc000000	add ecx, 0FCh
81c150010000	add ecx, 150h
81c16c010000	add ecx, 16Ch
6a4b	push 4Bh
81c188010000	add ecx, 188h
81c1a4010000	add ecx, 1A4h
81c1c0010000	add ecx, 1C0h
81c1dc010000	add ecx, 1DCh
81c1f8010000	add ecx, 1F8h
81c114020000	add ecx, 214h
81c130020000	add ecx, 230h
81c14c020000	add ecx, 24Ch
81c168020000	add ecx, 268h
81c184020000	add ecx, 284h
81c1a0020000	add ecx, 2A0h
81c1bc020000	add ecx, 2BCh
81c1d8020000	add ecx, 2D8h
81c1f4020000	add ecx, 2F4h
81c110030000	add ecx, 310h
81c12c030000	add ecx, 32Ch
81c148030000	add ecx, 348h
81c118010000	add ecx, 118h
81c180030000	add ecx, 380h
81c19c030000	add ecx, 39Ch
397844	cmp dword ptr [eax + 44h], edi
895c10f8	mov dword ptr [eax + edx - 8], ebx
897c10fc	mov dword ptr [eax + edx - 4], edi
89b978030000	mov dword ptr [ecx + 378h], edi
c7867c01000002000000	mov dword ptr [esi + 17Ch], 2
899aa4000000	mov dword ptr [edx + 0A4h], ebx
89b8bc000000	mov dword ptr [eax + 0BCh], edi
89b9d8000000	mov dword ptr [ecx + 0D8h], edi
89babc000000	mov dword ptr [edx + 0BCh], edi
89b8d8000000	mov dword ptr [eax + 0D8h], edi
89ba78030000	mov dword ptr [edx + 378h], edi
8998a4000000	mov dword ptr [eax + 0A4h], ebx
89b9bc000000	mov dword ptr [ecx + 0BCh], edi
89bad8000000	mov dword ptr [edx + 0D8h], edi
89b878030000	mov dword ptr [eax + 378h], edi
895c08f0	mov dword ptr [eax + ecx - 10h], ebx
397840	cmp dword ptr [eax + 40h], edi
395804	cmp dword ptr [eax + 4], ebx
899e60010000	mov dword ptr [esi + 160h], ebx
895406f0	mov dword ptr [esi + eax - 10h], edx
f7c600000400	test esi, 40000h
c7874801000000000000	mov dword ptr [edi + 148h], 0
81f600000400	xor esi, 40000h
81fe00100000	cmp esi, 1000h
f7c600010000	test esi, 100h
c787f401000004000000	mov dword ptr [edi + 1F4h], 4
c787f401000005000000	mov dword ptr [edi + 1F4h], 5
f7c600100000	test esi, 1000h
8987f4010000	mov dword ptr [edi + 1F4h], eax
83e61f	and esi, 1Fh
8d46ef	lea eax, [esi - 11h]
be0a000000	mov esi, 0Ah
be0b000000	mov esi, 0Bh
f7c600000200	test esi, 20000h
81f600000200	xor esi, 20000h
89b7f8010000	mov dword ptr [edi + 1F8h], esi
8987f8010000	mov dword ptr [edi + 1F8h], eax
f7c600000100	test esi, 10000h
c787f401000003000000	mov dword ptr [edi + 1F4h], 3
81f600000100	xor esi, 10000h
8b87f8010000	mov eax, dword ptr [edi + 1F8h]
8b8ff4010000	mov ecx, dword ptr [edi + 1F4h]
8b97f8010000	mov edx, dword ptr [edi + 1F8h]
8b87f4010000	mov eax, dword ptr [edi + 1F4h]
8b8ff8010000	mov ecx, dword ptr [edi + 1F8h]
8b97f4010000	mov edx, dword ptr [edi + 1F4h]
8b91f4010000	mov edx, dword ptr [ecx + 1F4h]
81f9a9000000	cmp ecx, 0A9h
b9a9000000	mov ecx, 0A9h
3b7804	cmp edi, dword ptr [eax + 4]
39841698000000	cmp dword ptr [esi + edx + 98h], eax
89b950010000	mov dword ptr [ecx + 150h], edi
89943098000000	mov dword ptr [eax + esi + 98h], edx
c744190c01000000	mov dword ptr [ecx + ebx + 0Ch], 1
8b4c1818	mov ecx, dword ptr [eax + ebx + 18h]
395014	cmp dword ptr [eax + 14h], edx
81fbb8030000	cmp ebx, 3B8h
8d0c56	lea ecx, [esi + edx*2]
8b86d8010000	mov eax, dword ptr [esi + 1D8h]
c786d801000000000000	mov dword ptr [esi + 1D8h], 0
8986dc010000	mov dword ptr [esi + 1DCh], eax
898ee0010000	mov dword ptr [esi + 1E0h], ecx
d99ee8010000	fstp dword ptr [esi + 1E8h]
d8b6e4010000	fdiv dword ptr [esi + 1E4h]
d99eec010000	fstp dword ptr [esi + 1ECh]
d8b6e8010000	fdiv dword ptr [esi + 1E8h]
d99ef0010000	fstp dword ptr [esi + 1F0h]
89965c010000	mov dword ptr [esi + 15Ch], edx
c7462c03000000	mov dword ptr [esi + 2Ch], 3
81cf00000400	or edi, 40000h
8a1c0e	mov bl, byte ptr [esi + ecx]
81f9ff000000	cmp ecx, 0FFh
895406f4	mov dword ptr [esi + eax - 0Ch], edx
837de002	cmp dword ptr [ebp - 20h], 2
8d8600020000	lea eax, [esi + 200h]
898640020000	mov dword ptr [esi + 240h], eax
899140020000	mov dword ptr [ecx + 240h], edx
c7400403000000	mov dword ptr [eax + 4], 3
c7400801000000	mov dword ptr [eax + 8], 1
8b9140020000	mov edx, dword ptr [ecx + 240h]
0fbe8c1100020000	movsx ecx, byte ptr [ecx + edx + 200h]
bea9000000	mov esi, 0A9h
81faa9000000	cmp edx, 0A9h
83bcc68800000001	cmp dword ptr [esi + eax*8 + 88h], 1
baa9000000	mov edx, 0A9h
8d04d500000000	lea eax, [edx*8]
83bcd68800000002	cmp dword ptr [esi + edx*8 + 88h], 2
8b84c698000000	mov eax, dword ptr [esi + eax*8 + 98h]
8584ce9c000000	test dword ptr [esi + ecx*8 + 9Ch], eax
8b84c69c000000	mov eax, dword ptr [esi + eax*8 + 9Ch]
8b84ce90000000	mov eax, dword ptr [esi + ecx*8 + 90h]
8b94ce94000000	mov edx, dword ptr [esi + ecx*8 + 94h]
bfa9000000	mov edi, 0A9h
8b84d698000000	mov eax, dword ptr [esi + edx*8 + 98h]
8b84d190000000	mov eax, dword ptr [ecx + edx*8 + 90h]
8b94d194000000	mov edx, dword ptr [ecx + edx*8 + 94h]
83f815	cmp eax, 15h
8d48eb	lea ecx, [eax - 15h]
8b440104	mov eax, dword ptr [ecx + eax + 4]
8d3c10	lea edi, [eax + edx]
81ffa9000000	cmp edi, 0A9h
83bccb8800000003	cmp dword ptr [ebx + ecx*8 + 88h], 3
83bcc39800000004	cmp dword ptr [ebx + eax*8 + 98h], 4
8b84cb9c000000	mov eax, dword ptr [ebx + ecx*8 + 9Ch]
83c0ef	add eax, -11h
8b84c39c000000	mov eax, dword ptr [ebx + eax*8 + 9Ch]
8b84d398000000	mov eax, dword ptr [ebx + edx*8 + 98h]
d984d3a0000000	fld dword ptr [ebx + edx*8 + 0A0h]
c784c3a00000000000803f	mov dword ptr [ebx + eax*8 + 0A0h], 3F800000h
8b541104	mov edx, dword ptr [ecx + edx + 4]
8d0c42	lea ecx, [edx + eax*2]
c784c3a000000000000000	mov dword ptr [ebx + eax*8 + 0A0h], 0
3da9000000	cmp eax, 0A9h
83bcd39c00000011	cmp dword ptr [ebx + edx*8 + 9Ch], 11h
8b440204	mov eax, dword ptr [edx + eax + 4]
8d0c48	lea ecx, [eax + ecx*2]
83bccb9c00000012	cmp dword ptr [ebx + ecx*8 + 9Ch], 12h
83bcd39c00000013	cmp dword ptr [ebx + edx*8 + 9Ch], 13h
83bccb9c00000014	cmp dword ptr [ebx + ecx*8 + 9Ch], 14h
83bcd08800000003	cmp dword ptr [eax + edx*8 + 88h], 3
c7448a1001000000	mov dword ptr [edx + ecx*4 + 10h], 1
8b8140010000	mov eax, dword ptr [ecx + 140h]
8954c150	mov dword ptr [ecx + eax*8 + 50h], edx
8954c154	mov dword ptr [ecx + eax*8 + 54h], edx
898140010000	mov dword ptr [ecx + 140h], eax
8d3441	lea esi, [ecx + eax*2]
81fea9000000	cmp esi, 0A9h
8b84c298000000	mov eax, dword ptr [edx + eax*8 + 98h]
8b84c29c000000	mov eax, dword ptr [edx + eax*8 + 9Ch]
8b94c298000000	mov edx, dword ptr [edx + eax*8 + 98h]
83bcc29c0000000a	cmp dword ptr [edx + eax*8 + 9Ch], 0Ah
d8b1c0010000	fdiv dword ptr [ecx + 1C0h]
8b84ca90000000	mov eax, dword ptr [edx + ecx*8 + 90h]
8b94ca94000000	mov edx, dword ptr [edx + ecx*8 + 94h]
89909c010000	mov dword ptr [eax + 19Ch], edx
d999a4010000	fstp dword ptr [ecx + 1A4h]
c7829801000000000000	mov dword ptr [edx + 198h], 0
d99a94010000	fstp dword ptr [edx + 194h]
d99890010000	fstp dword ptr [eax + 190h]
8b81d4010000	mov eax, dword ptr [ecx + 1D4h]
8d1470	lea edx, [eax + esi*2]
8b84d088000000	mov eax, dword ptr [eax + edx*8 + 88h]
d98198010000	fld dword ptr [ecx + 198h]
2500010000	and eax, 100h
8b8200010000	mov eax, dword ptr [edx + 100h]
d98190010000	fld dword ptr [ecx + 190h]
8b821c010000	mov eax, dword ptr [edx + 11Ch]
d98194010000	fld dword ptr [ecx + 194h]
d9819c010000	fld dword ptr [ecx + 19Ch]
d981cc010000	fld dword ptr [ecx + 1CCh]
d981c8010000	fld dword ptr [ecx + 1C8h]
d8819c010000	fadd dword ptr [ecx + 19Ch]
d9919c010000	fst dword ptr [ecx + 19Ch]
d8a99c010000	fsubr dword ptr [ecx + 19Ch]
89919c010000	mov dword ptr [ecx + 19Ch], edx
d981d0010000	fld dword ptr [ecx + 1D0h]
d981a0010000	fld dword ptr [ecx + 1A0h]
8b819c010000	mov eax, dword ptr [ecx + 19Ch]
d881a0010000	fadd dword ptr [ecx + 1A0h]
d991a0010000	fst dword ptr [ecx + 1A0h]
8991a0010000	mov dword ptr [ecx + 1A0h], edx
d8a9a0010000	fsubr dword ptr [ecx + 1A0h]
8b919c010000	mov edx, dword ptr [ecx + 19Ch]
8b817c010000	mov eax, dword ptr [ecx + 17Ch]
8b815c010000	mov eax, dword ptr [ecx + 15Ch]
d981a8010000	fld dword ptr [ecx + 1A8h]
81e280000000	and edx, 80h
d986a4010000	fld dword ptr [esi + 1A4h]
81e100000100	and ecx, 10000h
81e100400000	and ecx, 4000h
2500800000	and eax, 8000h
81e100000200	and ecx, 20000h
f6416006	test byte ptr [ecx + 60h], 6
8b8844030000	mov ecx, dword ptr [eax + 344h]
c781ac01000000000000	mov dword ptr [ecx + 1ACh], 0
c781ac01000000000040	mov dword ptr [ecx + 1ACh], 40000000h
c781b001000000000000	mov dword ptr [ecx + 1B0h], 0
c781b001000000000040	mov dword ptr [ecx + 1B0h], 40000000h
8b8164010000	mov eax, dword ptr [ecx + 164h]
8b44c150	mov eax, dword ptr [ecx + eax*8 + 50h]
81c650160000	add esi, 1650h
81c2a8000000	add edx, 0A8h
3d01100010	cmp eax, 10001001h
c7443a0c01000000	mov dword ptr [edx + edi + 0Ch], 1
81ffb8030000	cmp edi, 3B8h
c745f801100010	mov dword ptr [ebp - 8], 10001001h
8b1419	mov edx, dword ptr [ecx + ebx]
8d853cffffff	lea eax, [ebp - 0C4h]
8d5c8804	lea ebx, [eax + ecx*4 + 4]
b8a9000000	mov eax, 0A9h
8b84c888000000	mov eax, dword ptr [eax + ecx*8 + 88h]
8b94d69c000000	mov edx, dword ptr [esi + edx*8 + 9Ch]
8d5d8c	lea ebx, [ebp - 74h]
8d42f6	lea eax, [edx - 0Ah]
83f816	cmp eax, 16h
83f822	cmp eax, 22h
8d3c51	lea edi, [ecx + edx*2]
8d044a	lea eax, [edx + ecx*2]
39bcce9c000000	cmp dword ptr [esi + ecx*8 + 9Ch], edi
83bcc69c0000000a	cmp dword ptr [esi + eax*8 + 9Ch], 0Ah
83ff12	cmp edi, 12h
83bcce9c0000000b	cmp dword ptr [esi + ecx*8 + 9Ch], 0Bh
83ff13	cmp edi, 13h
83ff14	cmp edi, 14h
83c722	add edi, 22h
8d8c3290000000	lea ecx, [edx + esi + 90h]
899c3090000000	mov dword ptr [eax + esi + 90h], ebx
898c3094000000	mov dword ptr [eax + esi + 94h], ecx
8b8c3298000000	mov ecx, dword ptr [edx + esi + 98h]
898c3098000000	mov dword ptr [eax + esi + 98h], ecx
8b94329c000000	mov edx, dword ptr [edx + esi + 9Ch]
8994309c000000	mov dword ptr [eax + esi + 9Ch], edx
89b198000000	mov dword ptr [ecx + 98h], esi
c7818800000003000000	mov dword ptr [ecx + 88h], 3
89819c000000	mov dword ptr [ecx + 9Ch], eax
a806	test al, 6
c7818800000002000000	mov dword ptr [ecx + 88h], 2
8bb198000000	mov esi, dword ptr [ecx + 98h]
81f980000000	cmp ecx, 80h
25ffff7fff	and eax, 0FF7FFFFFh
0d00000001	or eax, 1000000h
c64437ff00	mov byte ptr [edi + esi - 1], 0
8b8298000000	mov eax, dword ptr [edx + 98h]
8b929c000000	mov edx, dword ptr [edx + 9Ch]
6836010000	push 136h
6837010000	push 137h
83fa0a	cmp edx, 0Ah
83fa0b	cmp edx, 0Bh
6839010000	push 139h
8b829c000000	mov eax, dword ptr [edx + 9Ch]
83fa15	cmp edx, 15h
83c2ec	add edx, -14h
83fa14	cmp edx, 14h
683a010000	push 13Ah
683b010000	push 13Bh
683d010000	push 13Dh
683e010000	push 13Eh
683f010000	push 13Fh
6841010000	push 141h
6843010000	push 143h
8b939c000000	mov edx, dword ptr [ebx + 9Ch]
894844	mov dword ptr [eax + 44h], ecx
68a8030000	push 3A8h
897744	mov dword ptr [edi + 44h], esi
68ac030000	push 3ACh
81c3a8030000	add ebx, 3A8h
3b7744	cmp esi, dword ptr [edi + 44h]
8d839c030000	lea eax, [ebx + 39Ch]
05a8030000	add eax, 3A8h
8b84d39c030000	mov eax, dword ptr [ebx + edx*8 + 39Ch]
8b7044	mov esi, dword ptr [eax + 44h]
05a4030000	add eax, 3A4h
395f44	cmp dword ptr [edi + 44h], ebx
8b7740	mov esi, dword ptr [edi + 40h]
c786a003000001000000	mov dword ptr [esi + 3A0h], 1
c78418a003000000000000	mov dword ptr [eax + ebx + 3A0h], 0
8b486c	mov ecx, dword ptr [eax + 6Ch]
8b8828030000	mov ecx, dword ptr [eax + 328h]
c74104000080bf	mov dword ptr [ecx + 4], 0BF800000h
c74110000000be	mov dword ptr [ecx + 10h], 0BE000000h
c741140000003e	mov dword ptr [ecx + 14h], 3E000000h
8d8ed8020000	lea ecx, [esi + 2D8h]
8d8ef4020000	lea ecx, [esi + 2F4h]
8d8e10030000	lea ecx, [esi + 310h]
8d8e2c030000	lea ecx, [esi + 32Ch]
8d8e64030000	lea ecx, [esi + 364h]
8d8e80030000	lea ecx, [esi + 380h]
8986c8020000	mov dword ptr [esi + 2C8h], eax
8986cc020000	mov dword ptr [esi + 2CCh], eax
8986d0020000	mov dword ptr [esi + 2D0h], eax
8986d4020000	mov dword ptr [esi + 2D4h], eax
8986a0030000	mov dword ptr [esi + 3A0h], eax
89869c030000	mov dword ptr [esi + 39Ch], eax
8bbec8020000	mov edi, dword ptr [esi + 2C8h]
8bbecc020000	mov edi, dword ptr [esi + 2CCh]
8bbed0020000	mov edi, dword ptr [esi + 2D0h]
8bbed4020000	mov edi, dword ptr [esi + 2D4h]
c7002c000000	mov dword ptr [eax], 2Ch
c70044020000	mov dword ptr [eax], 244h
c745e818000000	mov dword ptr [ebp - 18h], 18h
c745f830f8ffff	mov dword ptr [ebp - 8], 0FFFFF830h
c745fcd0070000	mov dword ptr [ebp - 4], 7D0h
680000fac4	push 0C4FA0000h
680000fa44	push 44FA0000h
89bef0020000	mov dword ptr [esi + 2F0h], edi
c745f004000000	mov dword ptr [ebp - 10h], 4
89be0c030000	mov dword ptr [esi + 30Ch], edi
89be28030000	mov dword ptr [esi + 328h], edi
c745f014000000	mov dword ptr [ebp - 10h], 14h
89be44030000	mov dword ptr [esi + 344h], edi
6800a00c47	push 470CA000h
89be98030000	mov dword ptr [esi + 398h], edi
81ff1e000780	cmp edi, 8007001Eh
81ff0c000780	cmp edi, 8007000Ch
837e0401	cmp dword ptr [esi + 4], 1
3d1e000780	cmp eax, 8007001Eh
c7869c03000000000000	mov dword ptr [esi + 39Ch], 0
b280	mov dl, 80h
84540e38	test byte ptr [esi + ecx + 38h], dl
099e9c030000	or dword ptr [esi + 39Ch], ebx
db07	fild dword ptr [edi]
db460c	fild dword ptr [esi + 0Ch]
db461c	fild dword ptr [esi + 1Ch]
d981dc020000	fld dword ptr [ecx + 2DCh]
d981f8020000	fld dword ptr [ecx + 2F8h]
d98130030000	fld dword ptr [ecx + 330h]
d9814c030000	fld dword ptr [ecx + 34Ch]
d98168030000	fld dword ptr [ecx + 368h]
d98184030000	fld dword ptr [ecx + 384h]
8b919c030000	mov edx, dword ptr [ecx + 39Ch]
8b86a0030000	mov eax, dword ptr [esi + 3A0h]
c786a403000000000000	mov dword ptr [esi + 3A4h], 0
8986a4030000	mov dword ptr [esi + 3A4h], eax
c786a40300000c000000	mov dword ptr [esi + 3A4h], 0Ch
c786a40300000e000000	mov dword ptr [esi + 3A4h], 0Eh
8dbed8020000	lea edi, [esi + 2D8h]
8d9ef4020000	lea ebx, [esi + 2F4h]
89bed0020000	mov dword ptr [esi + 2D0h], edi
89bec8020000	mov dword ptr [esi + 2C8h], edi
89bed4020000	mov dword ptr [esi + 2D4h], edi
89becc020000	mov dword ptr [esi + 2CCh], edi
8b8ed0020000	mov ecx, dword ptr [esi + 2D0h]
8b8ec8020000	mov ecx, dword ptr [esi + 2C8h]
8b8ed4020000	mov ecx, dword ptr [esi + 2D4h]
8b8ecc020000	mov ecx, dword ptr [esi + 2CCh]
8b89d0020000	mov ecx, dword ptr [ecx + 2D0h]
8b89d4020000	mov ecx, dword ptr [ecx + 2D4h]
8b89c8020000	mov ecx, dword ptr [ecx + 2C8h]
8b89cc020000	mov ecx, dword ptr [ecx + 2CCh]
8b81cc020000	mov eax, dword ptr [ecx + 2CCh]
8b81d4020000	mov eax, dword ptr [ecx + 2D4h]
8b81d0020000	mov eax, dword ptr [ecx + 2D0h]
8b81c8020000	mov eax, dword ptr [ecx + 2C8h]
8b5e5c	mov ebx, dword ptr [esi + 5Ch]
8a86a9000000	mov al, byte ptr [esi + 0A9h]
f6c740	test bh, 40h
f6c704	test bh, 4
f6c702	test bh, 2
f6c710	test bh, 10h
f6c720	test bh, 20h
f6c708	test bh, 8
3d0c000780	cmp eax, 8007000Ch
3d03020480	cmp eax, 80040203h
3d10010480	cmp eax, 80040110h
3d0a000080	cmp eax, 8000000Ah
3d01400080	cmp eax, 80004001h
3d01020480	cmp eax, 80040201h
3d02020480	cmp eax, 80040202h
3d02000780	cmp eax, 80070002h
05fcfdfb7f	add eax, 7FFBFDFCh
3d05000780	cmp eax, 80070005h
3ddf040780	cmp eax, 800704DFh
3d77000780	cmp eax, 80070077h
05f2fff87f	add eax, 7FF8FFF2h
83f849	cmp eax, 49h
3daa000780	cmp eax, 800700AAh
3d7e040780	cmp eax, 8007047Eh
3d81040780	cmp eax, 80070481h
8d7210	lea esi, [edx + 10h]
8d4248	lea eax, [edx + 48h]
8d4264	lea eax, [edx + 64h]
c70638000000	mov dword ptr [esi], 38h
8d4a5c	lea ecx, [edx + 5Ch]
895a28	mov dword ptr [edx + 28h], ebx
899a80000000	mov dword ptr [edx + 80h], ebx
c74224ffffffff	mov dword ptr [edx + 24h], 0FFFFFFFFh
c7422010270000	mov dword ptr [edx + 20h], 2710h
c7464814000000	mov dword ptr [esi + 48h], 14h
c7464c10270000	mov dword ptr [esi + 4Ch], 2710h
c70710270000	mov dword ptr [edi], 2710h
d8b168010000	fdiv dword ptr [ecx + 168h]
c7466004000000	mov dword ptr [esi + 60h], 4
c7466428230000	mov dword ptr [esi + 64h], 2328h
895e68	mov dword ptr [esi + 68h], ebx
c7461038000000	mov dword ptr [esi + 10h], 38h
c7461422000000	mov dword ptr [esi + 14h], 22h
d9826c010000	fld dword ptr [edx + 16Ch]
c7462010270000	mov dword ptr [esi + 20h], 2710h
c7463c10000000	mov dword ptr [esi + 3Ch], 10h
3d15000780	cmp eax, 80070015h
399e80000000	cmp dword ptr [esi + 80h], ebx
d888ac010000	fmul dword ptr [eax + 1ACh]
c70238000000	mov dword ptr [edx], 38h
3d68010000	cmp eax, 168h
b868010000	mov eax, 168h
c7461820a10700	mov dword ptr [esi + 18h], 7A120h
b840420f00	mov eax, 0F4240h
c700d0070000	mov dword ptr [eax], 7D0h
c78694000000404b4c00	mov dword ptr [esi + 94h], 4C4B40h
c7461412000000	mov dword ptr [esi + 14h], 12h
c74618ffffffff	mov dword ptr [esi + 18h], 0FFFFFFFFh
c7462c01000000	mov dword ptr [esi + 2Ch], 1
ff5148	call dword ptr [ecx + 48h]
d888b0010000	fmul dword ptr [eax + 1B0h]
8d9e88000000	lea ebx, [esi + 88h]
da4d0c	fimul dword ptr [ebp + 0Ch]
c7878400000001000000	mov dword ptr [edi + 84h], 1
c7878400000000000000	mov dword ptr [edi + 84h], 0
c7869400000010270000	mov dword ptr [esi + 94h], 2710h
c78698000000f0d8ffff	mov dword ptr [esi + 98h], 0FFFFD8F0h
c7463c18000000	mov dword ptr [esi + 3Ch], 18h
8b8280000000	mov eax, dword ptr [edx + 80h]
81fb10270000	cmp ebx, 2710h
bb10270000	mov ebx, 2710h
8d8288000000	lea eax, [edx + 88h]
b910270000	mov ecx, 2710h
899a8c000000	mov dword ptr [edx + 8Ch], ebx
899a90000000	mov dword ptr [edx + 90h], ebx
898a94000000	mov dword ptr [edx + 94h], ecx
898a98000000	mov dword ptr [edx + 98h], ecx
c7829c00000000000000	mov dword ptr [edx + 9Ch], 0
c7423c18000000	mov dword ptr [edx + 3Ch], 18h
8b527c	mov edx, dword ptr [edx + 7Ch]
c7818400000000000000	mov dword ptr [ecx + 84h], 0
8d5e7c	lea ebx, [esi + 7Ch]
0faf5508	imul edx, dword ptr [ebp + 8]
81fa10270000	cmp edx, 2710h
ba10270000	mov edx, 2710h
c70338000000	mov dword ptr [ebx], 38h
ff5144	call dword ptr [ecx + 44h]
8a5516	mov dl, byte ptr [ebp + 16h]
81e700ff0000	and edi, 0FF00h
8d0416	lea eax, [esi + edx]
8a5512	mov dl, byte ptr [ebp + 12h]
2500ff0000	and eax, 0FF00h
6802080000	push 802h
884644	mov byte ptr [esi + 44h], al
c74648ffffff00	mov dword ptr [esi + 48h], 0FFFFFFh
c7465000ffffff	mov dword ptr [esi + 50h], 0FFFFFF00h
83e3fe	and ebx, 0FFFFFFFEh
c7473801000000	mov dword ptr [edi + 38h], 1
895f4c	mov dword ptr [edi + 4Ch], ebx
c7413801000000	mov dword ptr [ecx + 38h], 1
89440a08	mov dword ptr [edx + ecx + 8], eax
8b7334	mov esi, dword ptr [ebx + 34h]
c7433400000000	mov dword ptr [ebx + 34h], 0
890431	mov dword ptr [ecx + esi], eax
8b5730	mov edx, dword ptr [edi + 30h]
895c3204	mov dword ptr [edx + esi + 4], ebx
897c0204	mov dword ptr [edx + eax + 4], edi
8944110c	mov dword ptr [ecx + edx + 0Ch], eax
89441108	mov dword ptr [ecx + edx + 8], eax
8d441110	lea eax, [ecx + edx + 10h]
c644111000	mov byte ptr [ecx + edx + 10h], 0
c7434000080000	mov dword ptr [ebx + 40h], 800h
c7433c00000000	mov dword ptr [ebx + 3Ch], 0
8b4ff8	mov ecx, dword ptr [edi - 8]
8d5708	lea edx, [edi + 8]
0c24	or al, 24h
f60704	test byte ptr [edi], 4
8345d805	add dword ptr [ebp - 28h], 5
b8398ee338	mov eax, 38E38E39h
680f0f0fff	push 0FF0F0F0Fh
f60780	test byte ptr [edi], 80h
f60280	test byte ptr [edx], 80h
81c210010000	add edx, 110h
8a4e44	mov cl, byte ptr [esi + 44h]
8a0c07	mov cl, byte ptr [edi + eax]
8d45fe	lea eax, [ebp - 2]
884dfe	mov byte ptr [ebp - 2], cl
8d5124	lea edx, [ecx + 24h]
0fbe07	movsx eax, byte ptr [edi]
0c08	or al, 8
8a462c	mov al, byte ptr [esi + 2Ch]
897c01fc	mov dword ptr [ecx + eax - 4], edi
80780148	cmp byte ptr [eax + 1], 48h
8d4b44	lea ecx, [ebx + 44h]
8a0cf0	mov cl, byte ptr [eax + esi*8]
